hospital_id,hospital_name,hospital_add,hospital_code,hospital_phone,hospital_country
2729,"RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE",92501,6195436222,RIVERSIDE
2732,"THOMAS HOSPITAL","750 MORPHY AVENUE",36532,2519282375,BALDWIN
2738,"LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E",35565,2054857117,WINSTON
2750,"Abhilasha Hospital","House No 201 Sector 35 A",160022,8472515835,INDIA
2761,"MERCY HOSPITAL FORT SMITH","7301 ROGERS AVE",72917,8708387300,SEBASTIAN
2808,"O.A.S.I.S. HOSPITAL","750 NORTH 40TH STREET",85008,4807333300,MARICOPA
2823,"SILVER LAKE MEDICAL CENTER","1711 WEST TEMPLE STREET",90026,5307495700,"LOS ANGELES"
2830,"Abhaya- Bbc Children Hospital","Hindi Maha Vidyalaya Complex, O.U. Road, Vidya Nagar.",500044,8668473879,INDIA
2836,"Adventist Wockardt Heart Hospital","24 Athwalines Surat",395006,3272636117,INDIA
2844,"A.B.Eye Institute","Road No.12, Rajendra Nagar, Patna, Bihar-800016",800016,1702615916,INDIA
2847,"BULLOCK COUNTY HOSPITAL","102 WEST CONECUH AVENUE",36089,3347382140,BULLOCK
2848,"NORTHWEST MEDICAL CENTER-SPRINGDALE","609 WEST MAPLE AVENUE",72764,8705081000,WASHINGTON
2851,"MERCY HOSPITAL","2215 TRUXTUN AVENUE",93301,7602422311,KERN
2855,"Abhaya Critical Care","18-1-34, Opp. K.G.H. Gatemaharanipeta,",530002,4663176562,INDIA
2864,"PHOENIX CHILDREN'S HOSPITAL","1919 EAST THOMAS ROAD",85016,4795244141,MARICOPA
2873,"CHAMBERS MEMORIAL HOSPITAL","719 DETROIT STREET",72833,4793946100,YELL
2890,"KERN VALLEY HEALTHCARE DISTRICT","6412 LAUREL AVE",93240,7079946486,KERN
2905,"SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ","2900 CHANTICLEER AVENUE",95065,6613166000,"SANTA CRUZ"
2906,"Ankur Maternity And Surgical Nursing Home","Shree Vijay Chs Ltd,Kanjur Marg East",400042,8228977100,INDIA
2924,"Asha Hospital& Iccu","Plot # 134,Sect 4, Aniatic Society, Airoli,Navi Mumbai-400708",400708,9802897193,INDIA
2951,"Anil Eye Hospital","1St Floor, Krishna Smirti, Phadke Road, Dombivli",421201,3843930653,INDIA
2953,"Ahuja Nursing Home & Polyclinic","Furniture Bazar,Ulhas Nagar,Dass Chambers,1St Floor",421002,9038739822,INDIA
2968,"POUDRE VALLEY HOSPITAL","1024 S LEMAY AVE",80524,3038396000,LARIMER
2972,"Amudha Poly Clinic And Hospital","101,Athani Road,Sathyamangalam,Erode",638401,2337659596,INDIA
2977,"EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS","500 FIRST AVENUE",96122,7609343311,PLUMAS
2986,"Arihant Heart Clinic","103, Lancelot, Next To Dattani Nagar, S V Road Borivali(West)S.V.Road, Borivili (W),",400092,7486438623,INDIA
2988,"ABRAZO CENTRAL CAMPUS","2000 WEST BETHANY HOME ROAD",85015,9284743222,MARICOPA
2995,"A.N.N Hospital","81-85,Annai Therasa Street,Valasaravakkam",600087,1308453071,INDIA
2999,"OZARK HEALTH","2500 HIGHWAY 65 SOUTH",72031,8705637000,"VAN BUREN"
3006,"CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE",36049,3343353374,CRENSHAW
3007,"Aditya Orthopaedic Hospital","#201,202,Aditya Plaza,Jodhpur Road,Satellite",380015,4963132938,INDIA
3029,"D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST",35401,2057597111,TUSCALOOSA
3033,"Acharya Vinoba Bhave Rural Hospital","Yavatmal Road,Sawangi (Meghe)Wardha-442004.",442004,4192371318,INDIA
3034,"GEORGIANA MEDICAL CENTER","515 N MIRANDA AVENUE",36033,3343762205,BUTLER
3050,"JOHN C. LINCOLN MEDICAL CENTER","250 EAST DUNLAP AVENUE",85020,5203816300,MARICOPA
3051,"O'CONNOR HOSPITAL","2105 FOREST AVENUE",95128,2094686000,"SANTA CLARA"
3084,"Ajmer Hospital","# 158/X,Civil Lanes, Ajmer-305006.",305006,1311194711,INDIA
3086,"KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","5601 DE SOTO",91367,9513532000,"LOS ANGELES"
3089,"FULTON COUNTY HOSPITAL","679 NORTH MAIN STREET",72576,5019772300,FULTON
3099,"ARKANSAS HEART HOSPITAL, LLC","1701 S SHACKLEFORD ROAD",72211,5017488000,PULASKI
3102,"COAST PLAZA HOSPITAL","13100 STUDERBAKER ROAD",90650,9513312200,"LOS ANGELES"
3114,"VICTOR VALLEY GLOBAL MEDICAL CENTER","15248 11TH ST",92392,2098260591,"SAN BERNARDINO"
3117,"Apex Hospital","Gupte Road, Opp.Shivsena Shakha",421202,9224635196,INDIA
3128,"Aravind Sai Eye Hospital","# 1, Ganesan Street,Pammal Main Road Krishna Nagar",600075,6284236163,INDIA
3132,"Akshar Eye Hospital","Kandhari Apartment, Opp S.T. Work Shop,Patia, Naroda Road.",382340,8813151679,INDIA
3133,"FEATHER RIVER HOSPITAL","5974 PENTZ ROAD",95969,7145375160,BUTTE
3137,"SUTTER SURGICAL HOSPITAL - NORTH VALLEY","455 PLUMAS BLVD",95991,9512904000,SUTTER
3147,"Anant Nursing Home Pvt Ltd","Madan Mahal Station Road,Gate #3,Wright Town",482001,3714635449,INDIA
3176,"Aruna Shakti Nursing Home","A.N. Guha Lane",768001,8591711575,INDIA
3186,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","1200 EL CAMINO REAL",94080,7076511000,"SAN MATEO"
3211,"Aggarwal Nursing Home","2528/192,Tri Nagar,Tota Ram Bazar",110035,3044196943,INDIA
3215,"BAKERSFIELD HEART HOSPITAL","3001 SILLECT AVENUE",93308,5629453561,KERN
3220,"Arun Hospital","#186,Munichalai Road,",625009,3188830534,INDIA
3226,"Asha Hospital","#7,Near Lekhanagar,Cantonment,Kamptee",441001,7892921311,INDIA
3231,"ANAHEIM GLOBAL MEDICAL CENTER","1025 S ANAHEIM BLVD",92805,7147545454,ORANGE
3233,"CASTLE ROCK ADVENTIST HOSPITAL","2350 MEADOWS BLVD",80109,7780653511,DOUGLAS
3234,"COMMUNITY HOSPITAL","2351 G RD",81505,9709456535,MESA
3235,"A.K.G. Surgical Centre","# 225, Avas Vikas Colony,Masoodabad Chouraha Gt Roadmasoodabad Chouraha,G.T.Road,",202001,3360128635,INDIA
3243,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF","2425 STOCKTON BOULEVARD",95817,9702492211,SACRAMENTO
3247,"Amri Hospitals Ltd","Jc 16 & 17, Salt Lake City, Sector - Iii, Annexe Build. Kb 24, Salt Lake City, Sector - Iii, Kolkata",700098,6455263236,INDIA
3248,"DESERT REGIONAL MEDICAL CENTER","1150 NORTH INDIAN CANYON DRIVE",92262,5306221441,RIVERSIDE
3259,"Anbu Hospital","# 4,5, Lakshmivilas Street, Kumbakonam",612001,7078135928,INDIA
3264,"Alchemist Institute Of Medical Science","Sector 53 Saraswatikunj Dlf Golf Course Road Gurgaon",122001,8272856808,INDIA
3268,"Annai Ent And Head & Neck Care Centre","#12D,Palaniappa Street,Perundurai Road",638009,1174308131,INDIA
3280,"SCOTTSDALE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD",85251,5204173001,MARICOPA
3291,"Agrawal Clinic Surgical & General Hospital With Icu","49, Daftary Road, Malad (East), Mumbai, Maharashtra, Opp. Subhash Lane.",400097,4389397336,INDIA
3297,"Apex Hospital (P) Ltd","Sp 4 & 6 , Mia, Malviya Nagar ,Industrial Area, Jaipur",302017,1438323556,INDIA
3305,"GEORGE L MEE MEMORIAL HOSPITAL","300 CANAL STREET",93930,8317244741,MONTEREY
3309,"BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD",85234,4803944030,MARICOPA
3311,"Anand Health Care Ltd","21,Community Centre, Preet Viharpreet Vihar",110092,6349102781,INDIA
3317,"Aravind Multispeciality Hospital","Opp Police Station Hayata Nagar Opp Police Station",501505,5184861795,INDIA
3321,"JEFFERSON REGIONAL MEDICAL CENTER","1600 WEST 40TH AVENUE",71603,5019857000,JEFFERSON
3324,"Agarwal Nursing Home","Salarpur Road, Kurukshetra, Haryana",136118,5370913375,INDIA
3326,"Asha Hospital","H.No.19-66/11,Prashanagar Phase Ii,Behind Spencers, Hitention Road,Kapra",500062,4123566559,INDIA
3332,"LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL","11234 ANDERSON STREET SUITE A",92354,7078238511,"SAN BERNARDINO"
3341,"Anand Nursing Home","Divya Sarjan, 1St Floor, 90 Ft Road, Ganesh Chowk,Charkop,Kandivali West",400067,4118486551,INDIA
3345,"SUTTER MEDICAL CENTER, SACRAMENTO","2825 CAPITOL AVENUE",95816,6505732222,SACRAMENTO
3347,"WASHINGTON COUNTY HOSPITAL","14600 ST. STEPHENS AVENUE",36518,2563569532,WASHINGTON
3360,"ST VINCENTS BLOUNT","150 GILBREATH DRIVE",35121,2059399100,BLOUNT
3361,"PORTERVILLE DEVELOPMENTAL CENTER","26501 AVENUE 140",93257,8054972727,TULARE
3376,"Anupama Hospital","16-31/494 & 495, 6Th Phase, Kphb Colony,Kukatpally, Hyderabad-500072",500072,8071297278,INDIA
3381,"D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE",36426,2518678061,ESCAMBIA
3389,"SANTA ROSA MEMORIAL HOSPITAL","1165 MONTGOMERY DR",95405,8313856000,SONOMA
3396,"SUTTER DELTA MEDICAL CENTER","3901 LONE TREE WAY",94509,7603476191,"CONTRA COSTA"
3398,"Anand Hospital","11/17 Kasturba Gandhi Marg , Up, Allahabad Muir Road",211001,7087006151,INDIA
3399,"Anandaloke Hospital & Neurosciences Centre","2Nd Mile,Sevoke Road,",734001,6039158303,INDIA
3406,"Akshi Eye Care Centre","2/344-A, Azad Nagar,Kanpur-200002.",200002,9796762347,INDIA
3421,"LOS NINOS HOSPITAL, INC.","2303 EAST THOMAS",85016,6022434231,MARICOPA
3434,"ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET",85006,4808824004,MARICOPA
3436,"ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE",36502,2513682500,ESCAMBIA
3447,"Anu Hospitals","33-18-1,Chalasani Venkata Krishwaiah Street Near Puspha Hotel, Krishna Suryaraopet",520002,8929641254,INDIA
3452,"Agrawal Nursing Home","Bombay Market, St.Road, Bhayander West,Bhayander, Thane",401104,6317989307,INDIA
3471,"COMMUNITY HOSPITAL OF LONG BEACH","1720 TERMINO AVENUE",90804,6265732222,"LOS ANGELES"
3473,"BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE",85541,4807283000,GILA
3490,"SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE",92220,5596242000,RIVERSIDE
3494,"Alatkar Hospital","Bhosale Garden,Opp 111 Bus Stop,Pune Solapur Road",411028,1134242089,INDIA
3522,"MERCY HOSPITAL TURNER MEMORIAL","801 WEST RIVER STREET",72949,4796374135,FRANKLIN
3524,"GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58",91942,5305338500,"SAN DIEGO"
3536,"Akshay Medical Foundation","204/G Ward,Mg Roadlonawala",410401,1566365959,INDIA
3537,"CITRUS VALLEY MEDICAL CENTER-IC CAMPUS","210 W  SAN BERNARDINO ROAD",91723,8056525011,"LOS ANGELES"
3547,"Aaruni Hospital Pvt Ltd","Next To Holy Saint School,Kalawad Road",360001,4199890749,INDIA
3549,"Arya Medical Centre","Dinkar Desai Road.",581314,5797789699,INDIA
3554,"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET",36617,2514717110,MOBILE
3558,"Appusami Hospital","# 8Z/A, Gandhi Road,Salem-636007.",636007,1486686966,INDIA
3570,"MERCY HOSPITAL BERRYVILLE","214 CARTER STREET",72616,4797875291,CARROLL
3583,"Alpha Super Speciality Hospital","23-1-863. Bsides Mch Swimming Pool, Moghalpura.",500024,3104002897,INDIA
3597,"LOS ANGELES COMMUNITY HOSPITAL","4081 E OLYMPIC BLVD",90023,8187193800,"LOS ANGELES"
3607,"Arogyalayam Hospital","Arogayalayam Junction, By-Pass, Aluva, Ernakulam, Kerala-683101",683101,5729042529,INDIA
3623,"Apollo Hospitals","No.154/11,Opp To Iimb,Bannerghatta Road,",560076,3239046037,INDIA
3640,"OAK VALLEY HOSPITAL DISTRICT","350 S OAK AVE",95361,4082366400,STANISLAUS
3660,"ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE",36092,3345674311,ELMORE
3671,"SAN DIMAS COMMUNITY HOSPITAL","1350 W COVINA BLVD",91773,6269638411,"LOS ANGELES"
3673,"Arun Hospital (Theni)","51, Uthamapalayam Road,Bus Stand Bodinayakanur",625513,9557603755,INDIA
3698,"Al-Arif Hospital","Tc-48/659,Ambalathara,Poonthura Post,Near Milma Diary",695026,3210982277,INDIA
3701,"SPRINGHILL MEMORIAL HOSPITAL","3719 DAUPHIN STREET",36608,2513449630,MOBILE
3717,"WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE",85938,6029547311,APACHE
3728,"ALVARADO HOSPITAL MEDICAL CENTER","6655 ALVARADO ROAD",92120,8188810800,"SAN DIEGO"
3736,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER","17100 EUCLID STREET",92708,7146707400,ORANGE
3738,"ABRAZO ARROWHEAD CAMPUS","18701 NORTH 67TH AVENUE",85308,4803424201,MARICOPA
3742,"MISSION HOSPITAL REGIONAL MED CENTER","27700 MEDICAL CENTER RD",92691,7603403911,ORANGE
3750,"LOMA LINDA UNIVERSITY MEDICAL CENTER","11234 ANDERSON ST",92354,2095323161,"SAN BERNARDINO"
3761,"PLUMAS DISTRICT HOSPITAL","1065 BUCKS LAKE ROAD",95971,5302335131,PLUMAS
3763,"Aarogya Hospital (A Unit Of Kastura Medicos Limited","Plot No-Nh-1, Sec-6, Vaishali, Ghaziabad, Uttar Pradesh",201010,6841418219,INDIA
3773,"CHINESE HOSPITAL","845 JACKSON ST",94133,7074648880,"SAN FRANCISCO"
3778,"Apollo Gleneagles Hospitals Ltd.","58, Canal Circular Road,Kolkatta-700054",700054,3497828779,INDIA
3784,"PARKER INDIAN HEALTH CENTER","12033 AGENCY ROAD",85344,9287554541,"LA PAZ"
3792,"COLORADO PLAINS MEDICAL CENTER","1000 LINCOLN ST",80701,3034517800,MORGAN
3798,"VAIL VALLEY MEDICAL CENTER","181 W MEADOW DRIVE",81657,3033884461,EAGLE
3799,"Abhinav Drishti Eye Hospital","B-719, Sector-C, Mahanagar Lucknow",226006,3589895446,INDIA
3806,"BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD",36117,3342448330,MONTGOMERY
3810,"DALE MEDICAL CENTER","126 HOSPITAL AVE",36360,3347742601,DALE
3822,"STANFORD HEALTH CARE","300 PASTEUR DRIVE",94305,6613953000,"SANTA CLARA"
3826,"Anusha Hospital","12-2-454,Gudi Malkapur,Mehdipatnam",500028,9363355201,INDIA
3827,"American Oncology Institute (A Unit Of Cancer Treatment Services Hyderabad Pvt. Ltd.)","No. 1-111/4/B/104, Flat No. B-104, Kondapur, Kothaguda Post, Hyderabad, Andhra Pradesh",500084,8456829543,INDIA
3830,"ANTELOPE VALLEY HOSPITAL","1600 W AVE J",93534,5594596000,"LOS ANGELES"
3838,"Anamay Eye Hospital","Off.C.G.Road Nr President Hotel Opp. Mahalya Builldingnavrangpura",380009,1851744113,INDIA
3848,"Altec Laser & Superspeciality Hospital","B-2 Ranjit Avenue Amritsar",143001,2353135519,INDIA
3864,"Alok Hospital","1-A-5, Sheela Choudhary Road",324005,8354699254,INDIA
3875,"Aditya Hospital","#4-1-16, Boggulakunta, Tilak Road, Adids, Hyderbad-500001Abids",500001,4506092358,INDIA
3886,"MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD",85209,4803247004,MARICOPA
3893,"MILLER CHILDREN'S HOSPITAL","2801 ATLANTIC AVENUE",90806,3036515111,"LOS ANGELES"
3902,"ST JOSEPH'S MEDICAL CENTER OF STOCKTON","1800 N CALIFORNIA ST",95204,3235831931,"SAN JOAQUIN"
3908,"CHILDREN'S HOSPITAL OF ALABAMA","1600 SEVENTH AVENUE SOUTH",35233,2514151000,JEFFERSON
3918,"NORTON SOUND REGIONAL HOSPITAL","1000 GREG KRUSCHEK AVENUE (P O BOX 966)",99762,9078425201,NOME
3923,"ORCHARD HOSPITAL","240 SPRUCE STREET",95948,5306235541,BUTTE
3926,"Aneri Surgical & Neurosurgical Hospital","1St Floor, Swami Narayan Complex.",380007,3461786364,INDIA
3933,"Alliance Hospital","C-20/1-73,Ramakant Nagar Colony, Varanasi, Uttar Pradesh",221010,1273814853,INDIA
3943,"DELANO REGIONAL MEDICAL CENTER","1401 GARCES HIGHWAY",93215,6612538000,KERN
3946,"VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE",86326,5208723000,YAVAPAI
3959,"Asha Maternity & Childrens Hospital","Ganesh Raod, Chalishoon Dist,",424101,1499274400,INDIA
3961,"Ammayi Eye Hospital","New # 80, 7Th Avenue, Ashoknagar, Chennai-600083",600083,3756097628,INDIA
3968,"PROVIDENCE SAINT JOHN'S HEALTH CENTER","2121 SANTA MONICA BLVD",90404,6616325000,"LOS ANGELES"
3983,"Aditya Orthopaedic & Trauma Centre","Sri Shivakumar Swamy Circle, Bh Raod Tumkur-2",572102,1956025832,INDIA
3989,"BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR",99801,9074528181,JUNEAU
3990,"Ankith Multispeciality Hospitals","Opp Bus Stand,Ibrahimpatnam,Sagar Road",501506,9558229092,INDIA
3991,"Arumana Hospital",Perunthanni,695008,7298726521,INDIA
3999,"MARK TWAIN MEDICAL CENTER","768 MOUNTAIN RANCH RD",95249,5593535116,CALAVERAS
4013,"ENLOE MEDICAL CENTER","1531 ESPLANADE",95926,5305298012,BUTTE
4015,"PARKVIEW MEDICAL CENTER INC","400 W 16TH STREET",81003,3034402273,PUEBLO
4016,"Alluri Sitarama Raju Academy Of Medical Sciences","Malkapuram, Eluru Nh-5, Malkapuram.",534004,2551615747,INDIA
4041,"Apex Kidney Care Pvt Ltd","''Gaurav Plaza, Annex, R.R.T. Road, Mulund (W), Mumbai",400080,1949258143,INDIA
4042,"PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST",90732,9098876333,"LOS ANGELES"
4049,"PROVIDENCE TARZANA MEDICAL CENTER","18321 CLARK STREET",91356,9512516000,"LOS ANGELES"
4063,"COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE",92411,5594503000,"SAN BERNARDINO"
4074,"Amrutha Hospital","# 1 Near Water Tank Jakkur Main Road Amruthahalli Bangalore 560092",560092,4165436390,INDIA
4085,"Apex Welcare Pvt Ltd ( Apex Hosptial)","Near Dlw & Hydil, Varanasi-221004",221004,9247534055,INDIA
4091,"Aravinda Hospital","#644,4Th Main, Aravinda Nagar,",570023,6318744998,INDIA
4099,"Alva Hospital Pvt Ltd","74/A2, Meenkarai Road,Pollachi Coimbatore",642013,2083372954,INDIA
4104,"MOUNTAINS COMMUNITY HOSPITAL","29101 HOSPITAL ROAD",92352,5308424121,"SAN BERNARDINO"
4115,"Akshaya Heart Hospital","Rishi Nagar, Char Imli, Opp Ekant Park.Bhopal, Madhya Pradesh",462016,4363588633,INDIA
4122,"DREW MEMORIAL HOSPITAL","778 SCOGIN DRIVE",71655,4793146000,DREW
4127,"Amruth Hospital","#1643, Opp:K.E.B.Office, Vidyarthi Bhavan, Davangere",577003,9838704905,INDIA
4139,"Apollo B.G.S Hospitals","Adichunchanagiri Roadkuvempunagar Road",570023,3024194662,INDIA
4156,"COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE",85603,9284021122,COCHISE
4159,"CONWAY REGIONAL MEDICAL CENTER","2302 COLLEGE AVENUE",72034,8702397000,FAULKNER
4165,"Aakash Hospital","# 393/1, T.H. Road, (Annexe) 393/1, Tiruvottiyur.Tiruvallur",600019,4632390828,INDIA
4168,"BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD",85140,5204242060,PINAL
4170,"PAGE HOSPITAL","501 NORTH NAVAJO DRIVE",86040,9286692137,COCONINO
4196,"LITTLE COLORADO MEDICAL CENTER","1501 NORTH WILLIAMSON AVENUE",86047,5202853000,NAVAJO
4202,"LAWRENCE MEMORIAL HOSPITAL","1309 WEST MAIN",72476,8708454400,LAWRENCE
4219,"Anmmol Orthovision","101-102,Manisha Heights,Balrajeshwar Road,Mulund West",400080,9535958562,INDIA
4228,"BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE",35209,2058771000,JEFFERSON
4237,"ABRAZO SCOTTSDALE CAMPUS","3929 EAST BELL ROAD",85032,9286747001,MARICOPA
4250,"CONTRA COSTA REGIONAL MEDICAL CENTER","2500 ALHAMBRA AVENUE",94553,5302256102,"CONTRA COSTA"
4254,"MERCY HOSPITAL OF FOLSOM","1650 CREEKSIDE DRIVE",95630,8584559100,SACRAMENTO
4278,"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","7171 SOUTH 51ST AVENUE",85339,9286845421,MARICOPA
4285,"MAGNOLIA HOSPITAL","101 HOSPITAL DRIVE",71754,8705417100,COLUMBIA
4309,"Apollo Hospital International Ltd","Plot No.1A, Gidc Estate-Bhat, Gandhinagar-382428",382428,5084285339,INDIA
4329,"MANIILAQ HEALTH CENTER","PO BOX 43",99752,9072255171,"NORTHWEST ARCTIC"
4342,"Amijeet Maternity Hospital","A/4, Shantram Complex, Near Nirnaynagar Garnala.",382481,8443768940,INDIA
4351,"Amritsar Hospital","100 Ft Road East Mohan Nagar",143001,6785013638,INDIA
4359,"Amar Orthopaedic Hospital","13-2-12, 1St Line Gunturuvari Thota, Guntur-522001",522001,9909290809,INDIA
4360,"GREAT RIVER MEDICAL CENTER","1520 N DIVISION STREET",72315,8706733511,MISSISSIPPI
4362,"SAN CARLOS APACHE HEALTHCARE","103 MEDICINE WAY ROAD",85542,6022631200,GILA
4378,"UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612",72205,4794743401,PULASKI
4380,"Ashirwad Maternity & Nursing Home","A/5,Harsh Appartment,Anand Nagar,Dhisar East",400068,7045390781,INDIA
4387,"ST JOHNS REGIONAL MEDICAL CENTER","1600 N ROSE AVE",93030,7079355000,VENTURA
4395,"CENTINELA HOSPITAL MEDICAL CENTER","555 EAST HARDY STREET",90301,7145336220,"LOS ANGELES"
4416,"CHINO VALLEY MEDICAL CENTER","5451 WALNUT AVE",91710,9164236010,"SAN BERNARDINO"
4417,"RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET",35901,2565435200,ETOWAH
4423,"MONTCLAIR HOSPITAL MEDICAL CENTER","5000 SAN BERNARDINO ST",91763,2139896123,"SAN BERNARDINO"
4427,"SITKA COMMUNITY HOSPITAL","209 MOLLER DRIVE",99835,9074869592,SITKA
4431,"FAIRVIEW DEVELOPMENTAL CENTER","2501 HARBOR BOULEVARD",92626,8188761888,ORANGE
4434,"Agrawal Eye Institute","A-235,Shivalik,Malviya Nagar",110017,4398536574,INDIA
4435,"L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE",36037,3343822200,BUTLER
4444,"Amit Hospital","Canal Street, Near Radhakrishna & Kuthari Temples Street,Berhampur",760001,4827035627,INDIA
4450,"BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS","1800 BYPASS ROAD",72543,8709463571,CLEBURNE
4461,"SIERRA VIEW MEDICAL CENTER","465 W PUTNAM AVE",93257,9253705000,TULARE
4468,"CATALINA ISLAND MEDICAL CENTER","100 FALLS CANYON ROAD",90704,7074563031,"LOS ANGELES"
4474,"Alam Hospital & Research Centre","Booty Road, Bariatu.",834009,2616083949,INDIA
4478,"Ansuya General Hospital","#4,Daxini Society,Maninagar",380008,1538838760,INDIA
4498,"Agrawal Eye Hospital","61 Shivaji Road Near Nas College",250001,5721703235,INDIA
4512,"MODOC MEDICAL CENTER","228 W MCDOWELL AVE",96101,8056402280,MODOC
4519,"NORTH LOGAN MERCY HOSPITAL","500 EAST ACADEMY",72855,4796674138,LOGAN
4528,"Arthur Astrvatham Hospital","No.42-A,Kuruvikaran Salai,",625020,5400632491,INDIA
4534,"A.G. Padmavati'S Hospital Ltd.","R.S. No.127/A, Villianur Main Road, Arumparthapuram, Puducherry",605110,8630777743,INDIA
4535,"TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD",85712,9286396058,PIMA
4540,"Amit Nursing Home","A-3 Manak Vihar Ext,Tihar,Tihar",110018,6145561702,INDIA
4545,"Adr Hospital","H.No. 4-112/1, Anand Bagh, Malkajgiri, Hyderabad-500047",500047,9673929382,INDIA
4547,"Anugraha Hospital","No 18/2,1St Cross,M.C. Layout,Vijayanagar",560079,2702172090,INDIA
4555,"WEST ANAHEIM MEDICAL CENTER","3033 W ORANGE AVENUE",92804,2095645000,ORANGE
4567,"A.J. Hospital & Research Centre","Kuntikan, Mangalore, Dakshina Kannada-575004, Opp. Ksrtc Depot.Kuntikana",575004,1674378101,INDIA
4572,"Ambaa Hospitals","#9-1-29/23,Opp To Pratap Theatre,Lunger House",500008,2042251499,INDIA
4586,"RMC JACKSONVILLE","1701 SOUTH PELHAM ROAD",36265,2567824538,CALHOUN
4606,"RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43",35653,2563321611,FRANKLIN
4609,"A.N. Beach Hospital","15-9-13/24, Krishna Nagar,Near Beach Road, Visakhapatnam, Andhra Pradesh",530002,8109831202,INDIA
4616,"POMERADO HOSPITAL","15615 POMERADO ROAD",92064,4157592300,"SAN DIEGO"
4619,"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS","354 SANTA FE DRIVE",92024,5107844000,"SAN DIEGO"
4623,"KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD",86409,6238324000,MOHAVE
4630,"WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE",36340,3346843655,GENEVA
4633,"Anand Hospital & Research Centre Pvt Ltd","7, Sindhu Nagar, Bhanwarkua Main Road",452001,2118596404,INDIA
4634,"Aravind Eye Hospital-Tirupur","Dharapuram Main Road, K. Chettipalayam, Tirupur, Tamilnadu",641608,7551591462,INDIA
4653,"GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY",35243,2055921000,JEFFERSON
4656,"KAISER FOUNDATION HOSPITAL - VACAVILLE","1 QUALITY DRIVE",95688,3103560550,SOLANO
4660,"EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY",36801,3347493411,LEE
4664,"Aastha Kidney & Multispecialty Hospital","2-D-1, Sukhadia Nagar, Sri Ganganagar, Rajasthan",335001,1208701190,INDIA
4665,"FLORENCE HOSPITAL AT ANTHEM, LLC","4545 NORTH HUNT HIGHWAY",85132,6235845100,PINAL
4667,"Anuj Hospital","#2159 & 2161, Sector-16,Faridabad-121002.",121002,9435132264,INDIA
4680,"CHOCTAW GENERAL HOSPITAL","401 VANITY FAIR LANE, PO BOX 618",36904,2052743000,CHOCTAW
4686,"KAISER FOUNDATION HOSPITAL-SANTA ROSA","401 BICENTENNIAL WAY",95403,9516966000,SONOMA
